listing_id,price,borough,neighbourhood,price_per_month,latitude,longitude,description,room_type,host_name,last_review,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,booked_days_365
670767,42,Brooklyn, Bushwick,1277.5,40.68796,-73.91906,Bookcase Room with Hidden Door!,private room,Kate,2019-04-29,5,70,0.88,3,236,129
671633,141,Manhattan, Upper East Side,4288.75,40.77382,-73.95088,REDUCED! Private Apt~Fun NYC area!,entire home/apt,Camille,2019-06-14,2,46,0.57,1,346,19
673248,80,Brooklyn, Bedford-Stuyvesant,2433.333333,40.68773,-73.95631,Secret Garden Big and Comfortable,entire home/apt,Claire,2019-06-24,3,162,1.97,2,249,116
675793,88,Manhattan, West Village,2676.666667,40.73456,-74.00347,AMAZING LOCATION YOU WILL LOVE IT,private room,Callie,2019-07-04,2,2,0.05,1,348,17
676257,65,Manhattan, Kips Bay,1977.083333,40.74166,-73.97811,small private bedroom female only,private room,Ouii,2019-01-18,5,39,0.55,1,318,47
676295,58,Queens, Jamaica,1764.166667,40.67166,-73.76566,(B)  BARGAIN SPACE,private room,Jullett,2019-07-01,2,56,0.67,2,365,0
679769,100,Queens, Astoria,3041.666667,40.77329,-73.92832,Great Room in Astoria! Close to Everything!,private room,James,2019-06-21,2,35,0.42,1,144,221
681518,95,Manhattan, Upper West Side,2889.583333,40.80114,-73.96378,Artist room for creative nomads,private room,Kalae,2019-06-21,2,211,2.54,3,126,239
681805,54,Staten Island, Mariners Harbor,1642.5,40.62879,-74.16062,NEAR THE CITY THAT NEVER SLEEPS!,private room,Maria,2019-06-11,2,48,0.59,1,232,133
682122,89,Brooklyn, Flatlands,2707.083333,40.61676,-73.92552,"Warm, Comfortable, Inviting Home",entire home/apt,Yolanda,2019-06-12,2,219,2.63,2,319,46
682155,92,Manhattan, East Harlem,2798.333333,40.79417,-73.95101,Central Park Chic Single Room,private room,Roxanne,2019-06-23,3,218,2.63,2,12,353
683681,179,Manhattan, West Village,5444.583333,40.73477,-74.00275,Beautiful West Village 1 BR apartment,entire home/apt,Jeff,2019-06-08,14,37,0.46,1,284,81
683821,55,Manhattan, Harlem,1672.916667,40.80314,-73.95768,Spacious Private room in beautiful 1BR near Park,private room,Mie,2019-06-17,3,66,0.8,2,13,352
684808,129,Manhattan, Murray Hill,3923.75,40.74888,-73.97828,Gorgeous NY Studio in Midtown East,entire home/apt,George Steven,2019-07-04,30,43,0.67,6,256,109
685435,35,Brooklyn, East New York,1064.583333,40.67635,-73.89124,Cozy Private Bedroom $800 Month,private room,Maria Daniela,2019-05-29,3,13,0.16,1,2,363
686696,250,Manhattan, Upper East Side,7604.166667,40.78002,-73.95211,duplex with backyard upper eastside,private room,Daniel,2019-05-16,1,60,0.93,1,148,217
688652,249,Brooklyn, Clinton Hill,7573.75,40.69445,-73.96401,Huge Sunny Modern Apt. (1k+sqft),entire home/apt,Andrew,2019-06-07,4,19,0.23,1,362,3
689329,62,Queens, East Elmhurst,1885.833333,40.75772,-73.8953,Cozy 15 mins Manhattan& 10 Mins LGA,private room,Biren,2019-06-29,1,296,3.92,2,234,131
690349,179,Brooklyn, South Slope,5444.583333,40.66481,-73.98367,Full 1BR Apartment in Park Slope,entire home/apt,Peter,2019-06-24,2,77,0.97,1,0,365
690516,220,Brooklyn, Fort Greene,6691.666667,40.68757,-73.97469,Lovely Garden Apt. in Fort Greene.,entire home/apt,Collin,2019-06-24,1,115,1.4,2,96,269
690553,198,Brooklyn, Williamsburg,6022.5,40.7056,-73.94202,Modern Lofted Williamsburg 3bd,entire home/apt,Ethan And Wray,2019-07-04,1,294,3.59,1,233,132
690603,155,Brooklyn, Crown Heights,4714.583333,40.67722,-73.95005,Brooklyn's top,entire home/apt,Maurice,2019-06-30,3,66,1.75,3,309,56
690849,95,Manhattan, East Village,2889.583333,40.72912,-73.98355,East Village Artist's Studio,entire home/apt,Daniel,2019-06-18,3,39,0.47,1,15,350
690934,550,Brooklyn, Park Slope,16729.16667,40.68305,-73.97853,"LEGAL PARK SLOPE 5 BR, ROOF TERRACES for 14 PEOPLE",entire home/apt,Yves,2019-07-01,4,173,2.12,1,258,107
690960,60,Brooklyn, Bushwick,1825.0,40.68161,-73.90796,Guestroom w/ 2 beds 20 mins to NYC,private room,Ingrid,2019-06-16,2,295,3.56,2,210,155
692137,380,Brooklyn, Williamsburg,11558.33333,40.71428,-73.961,Stunning 3BR loft in Williamsburg!!!!,entire home/apt,Phillip,2019-01-02,4,62,0.75,2,170,195
692567,84,Brooklyn, Bushwick,2555.0,40.70234,-73.91849,Bushwick Creative Den of Bliss,private room,Lindsay,2019-07-02,2,138,1.69,1,225,140
693597,165,Manhattan, Upper West Side,5018.75,40.77563,-73.98065,UWS Charming 1 bedroom + loft,entire home/apt,Larysa,2019-06-24,30,27,0.34,1,128,237
695002,105,Manhattan, East Village,3193.75,40.72866,-73.98048,Roomy Updated Studio - East Village,entire home/apt,Pavel,2019-06-16,30,96,1.17,1,295,70
695465,73,Manhattan, East Village,2220.416667,40.72482,-73.98097,The heart of the metropolis,entire home/apt,John,2019-07-01,30,100,1.25,1,3,362
697499,100,Manhattan, Upper West Side,3041.666667,40.77392,-73.97852,"Lovely, large studio near Central Park",entire home/apt,Charlie,2019-06-27,3,89,1.12,1,0,365
697923,75,Manhattan, Hell's Kitchen,2281.25,40.76422,-73.99382,Cute & Cozy NYC Room - Hell's Kitchen (dog in apt),private room,Kevin,2019-06-21,2,176,2.22,2,23,342
698132,85,Brooklyn, Bedford-Stuyvesant,2585.416667,40.69128,-73.93653,"LARGE PRIVATE FLOOR IN BROOKLYN, NY",entire home/apt,Eric,2019-06-26,4,239,2.89,2,1,364
698162,55,Manhattan, Inwood,1672.916667,40.86737,-73.91877,"Comfy apartment, adorable cat!",entire home/apt,Abby,2019-04-24,2,79,0.96,1,3,362
698298,95,Manhattan, Nolita,2889.583333,40.72177,-73.9961,GREAT private apt on MULBERRY st - Nolita / Soho,private room,Joseph,2019-04-15,10,13,0.33,1,51,314
699348,78,Brooklyn, Prospect Heights,2372.5,40.67793,-73.96577,Peaceful double room in Brooklyn Brownstone,private room,Chantille & Linda,2019-01-04,4,190,2.3,2,188,177
699472,220,Brooklyn, Williamsburg,6691.666667,40.70995,-73.95536,NYC 1st Shipping Container Home,entire home/apt,Janet-David,2019-06-25,1,404,4.9,2,341,24
700530,230,Manhattan, SoHo,6995.833333,40.72756,-74.00239,Charming South Village w/ Private Terrace,entire home/apt,Christos,2019-07-06,2,27,1.4,1,101,264
700916,150,Brooklyn, Bedford-Stuyvesant,4562.5,40.68906,-73.94103,Airy Bed Sty Restoration,entire home/apt,Gabriela,2019-05-20,4,79,0.97,1,246,119
702440,150,Brooklyn, Park Slope,4562.5,40.67507,-73.98093,Park Slope Brownstone with Garden,entire home/apt,Gisela,2019-06-01,3,76,0.98,1,266,99
702551,900,Manhattan, Upper West Side,27375.0,40.79507,-73.97568,UWS renovated 2bedroom 2bath near everything.,entire home/apt,Mathew,2019-01-01,1,7,0.09,2,365,0
703971,70,Brooklyn, Prospect-Lefferts Gardens,2129.166667,40.6582,-73.95275,HOME AWAY FROM HOME,private room,Marvet,2019-05-30,5,18,0.22,3,365,0
704838,120,Queens, Woodside,3650.0,40.74723,-73.89706,An Oasis in  the Big Apple 1,entire home/apt,Paul,2019-07-04,3,60,1.59,3,281,84
705749,75,Staten Island, Concord,2281.25,40.60183,-74.08953,Room Available Close to Manhattan-A,private room,Marianne,2019-03-30,30,59,0.72,2,354,11
707396,399,Manhattan, East Village,12136.25,40.72558,-73.97929,2BR PENTHOUSE w Private Roofdeck,entire home/apt,Ari,2019-07-02,7,104,1.28,1,42,323
707736,299,Manhattan, Harlem,9094.583333,40.80748,-73.94869,Brand New 2-Level 2-Bedroom Condo,entire home/apt,Jeff,2019-05-24,3,6,0.09,1,348,17
708374,100,Manhattan, Upper West Side,3041.666667,40.79854,-73.96089,private bedroom w/private bathroom on Central Park,private room,Arlette,2019-07-01,3,326,3.96,1,90,275
708637,68,Queens, Jackson Heights,2068.333333,40.74869,-73.88293,Cozy bedroom near Manhattan & airport,private room,Eugenia,2019-06-01,28,55,0.67,2,89,276
710243,175,Manhattan, Lower East Side,5322.916667,40.71819,-73.99136,"Cozy, ideal live-work space in the heart of LES!",entire home/apt,Alejandra,2019-07-06,5,56,0.79,1,263,102
710283,330,Brooklyn, Greenpoint,10037.5,40.72582,-73.95213,"Sunny, Large & Lovely in Greenpoint",entire home/apt,Isabelle,2019-06-22,3,51,0.62,1,19,346
711635,240,Manhattan, East Village,7300.0,40.73016,-73.98643,Charming East Village Apartment,entire home/apt,Barry,2019-06-30,5,86,1.15,1,344,21
712260,210,Brooklyn, Carroll Gardens,6387.5,40.68344,-73.9933,Private Two Bedroom with Garden in Cobble Hill,private room,Paul And Debra,2019-06-19,2,75,0.92,1,309,56
713538,175,Brooklyn, Clinton Hill,5322.916667,40.68341,-73.9606,Chic Victorian private apartment in townhouse,entire home/apt,Alison,2019-06-16,1,363,4.55,2,323,42
713891,85,Brooklyn, Williamsburg,2585.416667,40.71534,-73.94906,Amazing location! 10ft from L train,private room,Giorgia & Benjamin,2019-06-23,2,146,1.78,1,46,319
714028,120,Queens, Woodside,3650.0,40.74746,-73.89712,An Oasis in the Big Apple 2,entire home/apt,Paul,2019-07-03,3,51,1.52,3,253,112
714049,120,Queens, Woodside,3650.0,40.74687,-73.89892,An Oasis in the Big Apple 3,entire home/apt,Paul,2019-06-04,3,55,0.67,3,289,76
714939,495,Manhattan, West Village,15056.25,40.73795,-74.00593,West Village 2 Bedroom Apt,entire home/apt,Radan,2019-03-12,3,29,0.38,1,22,343
715270,39,Bronx, Allerton,1186.25,40.85956,-73.87067,2 Beds/Queen & Full Beautiful Room 40 minsT.Square,private room,Enrique,2019-06-12,2,169,2.07,4,306,59
718761,146,Brooklyn, Williamsburg,4440.833333,40.70985,-73.9452,"2 private BRs, private bath - Like your OWN APT",private room,M,2019-03-09,2,8,0.11,4,88,277
719329,120,Brooklyn, Crown Heights,3650.0,40.67473,-73.96263,Bright 1 BR in Brooklyn,entire home/apt,Silvia,2019-03-17,3,12,0.18,1,15,350
721762,144,Manhattan, East Village,4380.0,40.72576,-73.98582,Colorful New York East Village Apt,entire home/apt,Dk,2019-06-19,4,70,0.86,1,198,167
722464,85,Brooklyn, Bedford-Stuyvesant,2585.416667,40.68724,-73.95837,Large Private Room in Clinton Hill Brooklyn Loft,private room,Enid,2019-01-07,5,1,0.16,2,189,176
723560,169,Manhattan, Lower East Side,5140.416667,40.71625,-73.9843,Modern and Cozy Home - LES,entire home/apt,Andrea,2019-07-01,5,62,0.75,1,249,116
723709,95,Manhattan, Harlem,2889.583333,40.80351,-73.95648,Large room 2blks from central Park,private room,Bethania,2019-05-11,10,6,0.07,2,63,302
725270,375,Manhattan, Flatiron District,11406.25,40.74056,-73.99262,Very Large Loft in Chelsea for  Your Stay!!,entire home/apt,Alexander,2019-05-15,2,33,0.84,1,346,19
725509,168,Brooklyn, Crown Heights,5110.0,40.66983,-73.94322,3 BR Apartment in Heart of Brooklyn,entire home/apt,Ari,2019-06-16,2,158,1.93,2,253,112
726422,50,Brooklyn, Crown Heights,1520.833333,40.67942,-73.96248,Grand Brooklyn Apartment,entire home/apt,Natalia,2019-04-29,4,8,0.12,1,220,145
726465,129,Brooklyn, Williamsburg,3923.75,40.71927,-73.95591,"❤️ of Williamsburg, Private Entrance",private room,Elli,2019-04-25,2,129,1.67,3,36,329
727512,199,Brooklyn, Greenpoint,6052.916667,40.73867,-73.95448,Duplex Loft Suite w/ Patio @ Box House Hotel,entire home/apt,The Box House Hotel,2019-07-02,3,50,0.67,28,47,318
727547,199,Brooklyn, Greenpoint,6052.916667,40.73844,-73.95456,Duplex w/ Patio @ Box House Hotel,entire home/apt,The Box House Hotel,2019-06-28,3,116,1.56,28,36,329
728493,70,Manhattan, Harlem,2129.166667,40.81073,-73.9437,Feel at HOME away from HOME,private room,Clement & Natalia,2019-01-01,7,67,0.87,1,0,365
728498,80,Manhattan, Harlem,2433.333333,40.80517,-73.95404,WEST HARLEM  PRIVATE BEDROOM,private room,Lex And Derek,2019-06-22,1,135,1.67,1,365,0
729306,70,Brooklyn, Borough Park,2129.166667,40.64431,-74.00016,"Clean & Quiet BR in Sunset Park, BK",private room,"Porfirio ""Firo"" & Maria",2019-06-04,1,139,1.7,1,364,1
730480,66,Brooklyn, Sunset Park,2007.5,40.65989,-73.99536,Private Bedroom in Sunny Brooklyn Apartment,private room,Jonathan,2019-05-30,3,51,0.64,1,329,36
731293,200,Manhattan, Upper East Side,6083.333333,40.76352,-73.96394,**YOUR HOME AWAY FROM HOME** : UES/66th LG 1 BDRM,entire home/apt,R And R,2019-06-20,3,203,2.53,1,260,105
731300,95,Brooklyn, Williamsburg,2889.583333,40.71141,-73.95427,Private Room Williamsburg(Ariel) 4p,private room,Alessandra,2019-06-23,2,164,2.07,2,93,272
732624,65,Manhattan, Harlem,1977.083333,40.81908,-73.94776,1 Pvt. Room in Upper West Manhattan,private room,Cleveland,2019-06-29,1,327,4.01,1,287,78
732700,106,Manhattan, Midtown,3224.166667,40.75154,-73.97104,Centrally located and spacious apt.,entire home/apt,Reshma,2019-07-06,7,10,10.0,1,0,365
735677,249,Manhattan, East Village,7573.75,40.72849,-73.98041,CHIC Apt in TRENDY East Village,entire home/apt,Megan,2019-07-06,2,111,4.44,1,28,337
736187,52,Brooklyn, Greenpoint,1581.666667,40.72661,-73.94586,Private Room in lovely Greenpoint,private room,Dawn,2019-01-03,5,35,0.44,3,1,364
737075,75,Manhattan, East Village,2281.25,40.7232,-73.97927,"Bright Friendly Apt, East Village!",private room,Stephanie,2019-05-20,26,57,0.7,3,98,267
739815,55,Queens, Long Island City,1672.916667,40.74975,-73.93688,Cozy Private Room in LIC,private room,Sol,2019-06-25,7,39,0.48,1,46,319
740823,50,Brooklyn, Bushwick,1520.833333,40.70226,-73.92797,Beautiful private Apt-15m Manhattan (3rd Room),private room,Eldad & Paulina,2019-06-12,2,27,0.35,1,2,363
741154,210,Manhattan, Tribeca,6387.5,40.71778,-74.00452,Beautiful duplex loft with Skylight,entire home/apt,Nancy,2019-07-04,14,10,10.0,1,0,365
742026,199,Manhattan, Nolita,6052.916667,40.7229,-73.99574,NOLITA&SOHO BEST LOCATION&GREAT APT,entire home/apt,Rachel,2019-06-09,7,66,0.83,1,142,223
742795,100,Brooklyn, Fort Greene,3041.666667,40.68736,-73.97496,Spacious Heart of Ft. Greene Studio,entire home/apt,Elizabeth,2019-06-20,1,273,3.35,1,45,320
744078,39,Brooklyn, Canarsie,1186.25,40.6258,-73.90004,Tiffany Room in Duplex Home,private room,Natalie,2019-06-09,5,60,0.95,3,34,331
744220,125,Manhattan, Nolita,3802.083333,40.72064,-73.99605,Beautiful 1 bedroom in NOLITA (2 blocks from SOHO),entire home/apt,Kjersti,2019-06-18,28,19,0.25,1,267,98
745037,170,Manhattan, Midtown,5170.833333,40.76412,-73.97666,Luxury Locale Sunny 1BR Suite,entire home/apt,Page,2019-06-23,7,83,1.04,1,203,162
746088,199,Manhattan, Little Italy,6052.916667,40.71955,-73.99706,Little Italy gem Center of it all!,entire home/apt,Robert,2019-06-16,3,219,2.68,1,212,153
746996,125,Brooklyn, Park Slope,3802.083333,40.6747,-73.98245,Park Slope-Private Room/Bath/Entry,private room,Kedin,2019-07-02,3,270,3.34,1,300,65
747029,155,Manhattan, Chelsea,4714.583333,40.74314,-74.00119,Private rooms in heart of Chelsea,private room,Erik,2019-06-05,5,18,0.24,1,90,275
747159,120,Manhattan, Gramercy,3650.0,40.73158,-73.98303,sunny private room in east village,private room,Jackson,2019-07-02,4,132,1.62,1,267,98
747344,220,Brooklyn, Williamsburg,6691.666667,40.70608,-73.93154,"Stunning views! 3 separate bedrooms, L train Loft",entire home/apt,Ellie,2019-06-22,3,151,1.86,1,115,250
747538,61,Brooklyn, Crown Heights,1855.416667,40.67652,-73.9614,"HUGE mid-century modern, sunny flat w/ amazing cat",private room,Nick,2019-07-03,2,167,4.16,1,320,45
747605,179,Manhattan, East Village,5444.583333,40.72699,-73.97969,"East Village Studio, Great Location",entire home/apt,Jack,2019-07-01,4,213,2.62,1,277,88
749108,575,Brooklyn, Clinton Hill,17489.58333,40.68391,-73.96201,Cozy 4 BR Brooklyn townhouse in Clinton Hill,entire home/apt,Molly,2019-07-01,3,12,0.15,1,0,365
749455,99,Manhattan, Upper West Side,3011.25,40.77938,-73.98247,Lovely Loft space near Central Park & Times Square,private room,Kevin,2019-06-25,1,353,4.33,4,73,292
752366,89,Queens, Astoria,2707.083333,40.75583,-73.91839,"Big, close to subway, 3 stops from the city",entire home/apt,Dana,2019-03-15,3,17,0.31,1,0,365
752616,400,Manhattan, Chinatown,12166.66667,40.71592,-73.9898,Sunny 2BR Penthouse - HUGE Terrace,entire home/apt,Boris,2019-06-27,3,46,0.57,1,175,190
753399,500,Manhattan, SoHo,15208.33333,40.72408,-73.99823,SoHo Loft - The One,entire home/apt,Philip,2019-04-28,10,10,0.22,1,33,332
753622,95,Manhattan, East Village,2889.583333,40.73233,-73.98695,1 Private Bedroom / East Village,private room,Karen,2019-06-29,5,64,0.88,1,316,49
753687,125,Brooklyn, Bedford-Stuyvesant,3802.083333,40.67958,-73.93687,Mitchell Manor,entire home/apt,Nicole,2019-06-24,3,104,1.36,1,275,90
753983,80,Manhattan, Upper West Side,2433.333333,40.80193,-73.96703,Super Cute Upper West Side Apt!!,private room,Shaina,2019-07-01,4,75,0.93,1,15,350
753991,105,Brooklyn, Bedford-Stuyvesant,3193.75,40.68522,-73.93557,Elegant Stuyvesant Heights Retreat,entire home/apt,Mark,2019-07-03,5,227,2.79,2,234,131
755528,49,Bronx, Allerton,1490.416667,40.8584,-73.86969,PRIVATE BATH/TONS OF SUNLIGHT/SAFE,entire home/apt,Enrique,2019-06-23,2,189,2.32,4,238,127
757187,50,Brooklyn, Clinton Hill,1520.833333,40.68468,-73.96303,Brooklyn Charm in Clinton Hill,private room,Jorge,2019-05-30,4,32,0.4,1,347,18
758782,133,Manhattan, Midtown,4045.416667,40.75383,-73.96777,Perfect Midtown Apt E. 50th St,entire home/apt,Kiovanna,2019-06-29,6,22,0.33,1,5,360
760303,155,Manhattan, Upper East Side,4714.583333,40.77638,-73.95247,UES Manhattan Quiet Nest 1 Bdrm,entire home/apt,Jenni,2019-07-05,5,63,0.78,1,235,130
761606,140,Queens, Astoria,4258.333333,40.76361,-73.91793,"Great location, cozy and quiet.",entire home/apt,Pasha,2019-05-31,5,15,0.19,1,260,105
761835,80,Queens, Astoria,2433.333333,40.76605,-73.92922,Apto 2 bed $80 night per person,private room,Joao Lucas,2019-06-30,2,72,0.89,1,364,1
762015,103,Brooklyn, Bushwick,3132.916667,40.70022,-73.93032,"Private Oasis, en suite bathroom",private room,Clay,2019-06-20,2,58,0.94,3,69,296
763527,70,Brooklyn, Flatbush,2129.166667,40.64073,-73.95832,Artist's Jungle Suite + Private Bathroom,private room,Jenny,2019-07-01,3,169,3.07,3,188,177
763809,55,Brooklyn, Flatbush,1672.916667,40.64232,-73.9572,Mermaid Oasis in the Heart of Brooklyn,private room,Jenny,2019-06-07,3,66,1.16,3,264,101
764753,82,Brooklyn, Crown Heights,2494.166667,40.67679,-73.93776,Beautiful 3 bedroom apartment!!,entire home/apt,Jenny & Jose,2019-06-16,8,108,1.33,2,238,127
765203,52,Brooklyn, Williamsburg,1581.666667,40.70745,-73.94307,Art Lover's Abode Brooklyn,shared room,Debbie,2019-06-30,3,19,0.44,2,88,277
765563,299,Queens, Bayside,9094.583333,40.75666,-73.76314,Big Comfy Beds & Breakfast on the Deck,entire home/apt,Norman,2019-06-20,2,67,0.95,2,322,43
765569,175,Brooklyn, Downtown Brooklyn,5322.916667,40.69594,-73.98375,"Brand New, Boutique Brooklyn Condo",entire home/apt,Anna,2019-03-31,13,64,0.8,1,116,249
767562,45,Brooklyn, Bushwick,1368.75,40.69254,-73.91092,Beautiful communal house Bushwick,private room,Kyla,2019-06-02,2,77,0.95,5,167,198
767967,105,Manhattan, Chelsea,3193.75,40.75039,-74.00287,Studio in Chelsea,entire home/apt,Lior,2019-03-19,7,2,0.5,1,0,365
769448,312,Brooklyn, Williamsburg,9490.0,40.7179,-73.96107,"Bedford Loft, Williamsburg Prime",entire home/apt,Ian,2019-06-23,2,302,4.18,1,246,119
770893,100,Manhattan, Upper West Side,3041.666667,40.77734,-73.9877,1 Bdrm Apt-Luxury Bldg-Upper West,entire home/apt,Victoria,2019-02-11,29,3,0.11,1,301,64
772362,165,Manhattan, Hell's Kitchen,5018.75,40.76078,-73.99076,TIMES SQ/THEATRE DIST STUDIO,entire home/apt,Frank,2019-07-06,3,276,3.44,1,146,219
772679,120,Manhattan, East Harlem,3650.0,40.80343,-73.93514,"Very large, clean 1 BR apartment",entire home/apt,Tauheed,2019-07-02,3,22,0.31,1,365,0
773041,38,Bronx, Allerton,1155.833333,40.85914,-73.86979,Nice beautiful room In the Bronx,private room,Enrique,2019-06-23,1,187,2.34,4,241,124
773993,85,Manhattan, Upper East Side,2585.416667,40.77032,-73.95331,Upper East Side Oasis!,private room,Santina,2019-07-07,2,138,2.06,1,196,169
775238,59,Manhattan, East Village,1794.583333,40.72578,-73.98448,Fantastic East Village Location!,private room,Michelle,2019-06-23,4,12,0.16,1,12,353
775280,280,Manhattan, Harlem,8516.666667,40.81381,-73.94314,New-York Family Friendly 2bdr/2bath,entire home/apt,Marie,2019-06-28,4,97,1.25,2,48,317
775326,69,Queens, Long Island City,2098.75,40.74527,-73.94629,Cozy Room in Artistic Brownstone,private room,Karl & Catherine,2019-01-18,1,153,1.89,2,132,233
776257,230,Brooklyn, Williamsburg,6995.833333,40.71813,-73.9606,Large One Bedroom in heart of North Williamsburg,entire home/apt,Sean,2019-06-30,5,72,0.91,1,325,40
777297,200,Brooklyn, Williamsburg,6083.333333,40.71606,-73.95527,XL 2 Bedroom LOFT in the Heart of Williamsburg,entire home/apt,Jennifer,2019-06-23,2,72,0.95,1,52,313
777327,150,Brooklyn, Flatbush,4562.5,40.64047,-73.96388,Cozy Quiet Sunny 1br Ditmas Park Close to Train,entire home/apt,Nataliya,2019-05-28,5,52,0.65,1,311,54
778381,75,Brooklyn, Bedford-Stuyvesant,2281.25,40.6953,-73.95832,Gorgeous Brooklyn Getaway,private room,Aziza,2019-06-01,1,28,0.36,1,365,0
779561,140,Manhattan, West Village,4258.333333,40.73652,-74.00876,FULLY Furnished Studio ♥ Manhattan,entire home/apt,Daniel,2019-06-22,30,18,0.29,1,182,183
